name,url,content
I2O Mgmt Initiatives CCC-01,None,No project description available
"Micro-Technology for Positioning, Navigation and Timing","http://www.darpa.mil/Our_Work/MTO/Programs/Micro-Technology_for_Positioning,_Navigation_and_Timing_(Micro-PNT).aspx","[<p>Warfighters have depended for decades on global positioning satellite (GPS) technology, and have incorporated it into guided munitions and other platforms to meet rigid requirements for guidance and navigation.  </p>, <p><p>For decades, Global Positioning System (GPS) technology has been incorporated into vehicles and munitions to meet rigid requirements for guidance and navigation. As a result, a substantial number of DoD systems are dependent on GPS data to provide accurate position, direction of motion, and time information. This dependence creates a critical vulnerability for many DoD systems in situations where the intended targets are either equipped with high-power jammers or the GPS signal is compromised.</p>
<p>The goal of the Micro-Technology for Positioning, Navigation and Timing (Micro-PNT) program is to develop technology for self-contained, chip-scale inertial navigation and precision guidance for munitions as well as mounted or dismounted soldiers. Size, weight, power, and cost (SWaP+C) are key concerns in the overall system design of compact navigation systems. Breakthroughs in microfabrication techniques may allow for the development of a single package containing all of the necessary devices (clocks, accelerometers, and gyroscopes) incorporated into a small (8 mm<sup>3</sup>) low-power (1 W) timing and inertial measurement unit. On-chip calibration should enable periodic internal error correction to reduce drift and thereby enable more accurate devices. Trending away from ultra-low drift sensors towards self-calibrating devices will allow revolutionary breakthroughs in PNT technology.</p>
<p>In January 2010, DARPA launched a coordinated effort focused on the development of microtechnology specifically addressing the challenges associated with miniaturization of high-precision clocks and inertial instruments. The  Micro-PNT program is comprised of three thrust areas: <a href=""http://www.darpa.mil/Our_Work/MTO/Programs/Micro-Technology_Positioning,_Navigation_and_Timing_%28Micro-PNT%29/Clocks.aspx"">Clocks</a>, <a href=""http://www.darpa.mil/Our_Work/MTO/Programs/Micro-Technology_Positioning,_Navigation_and_Timing_%28Micro-PNT%29/Inertial_Sensors.aspx"">Inertial Sensors</a>,  and <a href=""http://www.darpa.mil/Our_Work/MTO/Programs/Micro-Technology_Positioning,_Navigation_and_Timing_%28Micro-PNT%29/Microscale_Integration.aspx"" title=""Microscale Integration"">Microscale Integration</a>. Each area is made up of various efforts exploring new fabrication techniques, deep integration, and on-chip self-calibration, which go hand-in-hand with the development of “plug-and-test” architectures.</p>
<p>The developments consider a number of operational scenarios, ranging from dismounted-soldier navigation to navigation, guidance and Control (NG&amp;C) of Unmanned Air Vehicles (UAVs), Unmanned Underwater Vehicles (UUVs), and guided missiles. The micro-PNT initiatives seek to increase the dynamic range of inertial sensors, reduce long-term drift in clocks and inertial sensors, and to develop miniature chips providing position, orientation, and time information.  </p>
</p>, <p>For decades, Global Positioning System (GPS) technology has been incorporated into vehicles and munitions to meet rigid requirements for guidance and navigation. As a result, a substantial number of DoD systems are dependent on GPS data to provide accurate position, direction of motion, and time information. This dependence creates a critical vulnerability for many DoD systems in situations where the intended targets are either equipped with high-power jammers or the GPS signal is compromised.</p>, <p>The goal of the Micro-Technology for Positioning, Navigation and Timing (Micro-PNT) program is to develop technology for self-contained, chip-scale inertial navigation and precision guidance for munitions as well as mounted or dismounted soldiers. Size, weight, power, and cost (SWaP+C) are key concerns in the overall system design of compact navigation systems. Breakthroughs in microfabrication techniques may allow for the development of a single package containing all of the necessary devices (clocks, accelerometers, and gyroscopes) incorporated into a small (8 mm<sup>3</sup>) low-power (1 W) timing and inertial measurement unit. On-chip calibration should enable periodic internal error correction to reduce drift and thereby enable more accurate devices. Trending away from ultra-low drift sensors towards self-calibrating devices will allow revolutionary breakthroughs in PNT technology.</p>, <p>In January 2010, DARPA launched a coordinated effort focused on the development of microtechnology specifically addressing the challenges associated with miniaturization of high-precision clocks and inertial instruments. The  Micro-PNT program is comprised of three thrust areas: <a href=""http://www.darpa.mil/Our_Work/MTO/Programs/Micro-Technology_Positioning,_Navigation_and_Timing_%28Micro-PNT%29/Clocks.aspx"">Clocks</a>, <a href=""http://www.darpa.mil/Our_Work/MTO/Programs/Micro-Technology_Positioning,_Navigation_and_Timing_%28Micro-PNT%29/Inertial_Sensors.aspx"">Inertial Sensors</a>,  and <a href=""http://www.darpa.mil/Our_Work/MTO/Programs/Micro-Technology_Positioning,_Navigation_and_Timing_%28Micro-PNT%29/Microscale_Integration.aspx"" title=""Microscale Integration"">Microscale Integration</a>. Each area is made up of various efforts exploring new fabrication techniques, deep integration, and on-chip self-calibration, which go hand-in-hand with the development of “plug-and-test” architectures.</p>]"
Communications in Extreme Environments,http://www.darpa.mil/Our_Work/STO/Programs/Communications_Under_Extreme_RF_Spectrum_Conditions_(CommEx).aspx,"[<p>Defense forces rely on electromagnetic dominance for 
command, control, intelligence, surveillance, reconnaissance and related 
applications that use the electromagnetic spectrum. Similarly, spectrum use by 
our adversaries, and extensive unaffiliated commercial uses result in an 
increasingly congested, space, time and frequency environment.</p>, <p>Defense forces rely on electromagnetic dominance for command, 
control, intelligence, surveillance, reconnaissance and related applications 
that use the electromagnetic spectrum. Similarly, spectrum use by our 
adversaries, and extensive unaffiliated commercial uses result in an 
increasingly congested, space, time and frequency environment. Severe pressure 
on available spectrum from all spectrum users creates a situation demanding 
significant adaptivity and flexibility of our communications systems to 
communicate successfully and achieve mission goals. <br/><br/>The 
Communications Under Extreme RF Spectrum Conditions (CommEx) program is 
interested in those technologies and techniques that address communications in 
severe jamming and in the presence of a wide variety of adaptive jamming and 
interference sources. CommEx's technical objective is to develop innovative 
technologies that make best use of all available domains for adaptive 
interference suppression. This technology development phase will establish 
relevant technologies appropriate for the constraints and typical missions of 
various platforms.</p>]"
SWEEPER(Short Range Wide Field of View Elec Steered Photonic,"http://www.darpa.mil/Our_Work/MTO/Programs/Short-Range,_Wide_Field-of-View_Extremely_agile,_Electronically_Steered_Photonic_Emitter_(SWEEPER).aspx","[<p>The goal of the Short-range Wide-field-of-view Extremely-agile Electronically-steered Photonic Emitter (SWEEPER) program is to develop a photonic integrated circuit capable of agile beam-steering using optical phased arrays.</p>, <p>
<p>Laser beam-steering is a critical enabler for military and civilian applications including autonomous navigation, chemical-biological sensing, precision targeting and communications.  Current beam-steering systems often rely on large, slow, opto-mechanical devices such as the optical gimbal. The gimbal, however, tends to be the largest, slowest and most expensive component in the optical system. Drawing on phased array concepts that revolutionized RADAR technology, the Short-Range, Wide Field-of-View Extremely agile, Electronically Steered Photonic Emitter (SWEEPER) program will develop a compact, agile alternative to mechanical beam-steering.   The SWEEPER program seeks to extend phased array beam-steering to the optical domain in the near infrared (0.8 to 2 μm range) by developing optical phased arrays and building on recent advances in photonic integrated circuit (PIC) technology such as increased photonic device density and circuit complexity.</p>
<p>The SWEEPER program seeks to develop an optical phased array (64 X 64 elements) capable of agile (greater than 4x106 o/sec) beam-steering with a high degree of side-lobe suppression (30 dB) and a wide field of view (-45o to +45o) based on PIC technology.  Such arrays will require the integration and precise relative electronic phase control of thousands of closely packed optical emitting facets within a very small form factor.  By developing this array of emitters with multiple degrees of freedom for phase control, the SWEEPER program not only enables agile beam steering but also beam-forming and multiple beam generation. </p>
<p>Historically, the development of RF phased arrays impacted critical applications such as multi-target tracking for fire control systems and directed beams for low probability-of-intercept communications. Successful development of SWEEPER technology will enable optical phased arrays with analogous impact. Compact implementations enabled by PIC technology will be particularly important for small, SWAP-limited, platforms.  The potential application-space for this program is broad, encompassing surveillance, 3D imaging, precision targeting, guidance, navigation and LADAR mapping of buildings and caves.</p>
</p>, <p>Laser beam-steering is a critical enabler for military and civilian applications including autonomous navigation, chemical-biological sensing, precision targeting and communications.  Current beam-steering systems often rely on large, slow, opto-mechanical devices such as the optical gimbal. The gimbal, however, tends to be the largest, slowest and most expensive component in the optical system. Drawing on phased array concepts that revolutionized RADAR technology, the Short-Range, Wide Field-of-View Extremely agile, Electronically Steered Photonic Emitter (SWEEPER) program will develop a compact, agile alternative to mechanical beam-steering.   The SWEEPER program seeks to extend phased array beam-steering to the optical domain in the near infrared (0.8 to 2 μm range) by developing optical phased arrays and building on recent advances in photonic integrated circuit (PIC) technology such as increased photonic device density and circuit complexity.</p>, <p>The SWEEPER program seeks to develop an optical phased array (64 X 64 elements) capable of agile (greater than 4x106 o/sec) beam-steering with a high degree of side-lobe suppression (30 dB) and a wide field of view (-45o to +45o) based on PIC technology.  Such arrays will require the integration and precise relative electronic phase control of thousands of closely packed optical emitting facets within a very small form factor.  By developing this array of emitters with multiple degrees of freedom for phase control, the SWEEPER program not only enables agile beam steering but also beam-forming and multiple beam generation. </p>, <p>Historically, the development of RF phased arrays impacted critical applications such as multi-target tracking for fire control systems and directed beams for low probability-of-intercept communications. Successful development of SWEEPER technology will enable optical phased arrays with analogous impact. Compact implementations enabled by PIC technology will be particularly important for small, SWAP-limited, platforms.  The potential application-space for this program is broad, encompassing surveillance, 3D imaging, precision targeting, guidance, navigation and LADAR mapping of buildings and caves.</p>]"
microPNT,"http://www.darpa.mil/Our_Work/MTO/Programs/Micro-Technology_for_Positioning,_Navigation_and_Timing_(Micro-PNT).aspx","[<p>Warfighters have depended for decades on global positioning satellite (GPS) technology, and have incorporated it into guided munitions and other platforms to meet rigid requirements for guidance and navigation.  </p>, <p><p>For decades, Global Positioning System (GPS) technology has been incorporated into vehicles and munitions to meet rigid requirements for guidance and navigation. As a result, a substantial number of DoD systems are dependent on GPS data to provide accurate position, direction of motion, and time information. This dependence creates a critical vulnerability for many DoD systems in situations where the intended targets are either equipped with high-power jammers or the GPS signal is compromised.</p>
<p>The goal of the Micro-Technology for Positioning, Navigation and Timing (Micro-PNT) program is to develop technology for self-contained, chip-scale inertial navigation and precision guidance for munitions as well as mounted or dismounted soldiers. Size, weight, power, and cost (SWaP+C) are key concerns in the overall system design of compact navigation systems. Breakthroughs in microfabrication techniques may allow for the development of a single package containing all of the necessary devices (clocks, accelerometers, and gyroscopes) incorporated into a small (8 mm<sup>3</sup>) low-power (1 W) timing and inertial measurement unit. On-chip calibration should enable periodic internal error correction to reduce drift and thereby enable more accurate devices. Trending away from ultra-low drift sensors towards self-calibrating devices will allow revolutionary breakthroughs in PNT technology.</p>
<p>In January 2010, DARPA launched a coordinated effort focused on the development of microtechnology specifically addressing the challenges associated with miniaturization of high-precision clocks and inertial instruments. The  Micro-PNT program is comprised of three thrust areas: <a href=""http://www.darpa.mil/Our_Work/MTO/Programs/Micro-Technology_Positioning,_Navigation_and_Timing_%28Micro-PNT%29/Clocks.aspx"">Clocks</a>, <a href=""http://www.darpa.mil/Our_Work/MTO/Programs/Micro-Technology_Positioning,_Navigation_and_Timing_%28Micro-PNT%29/Inertial_Sensors.aspx"">Inertial Sensors</a>,  and <a href=""http://www.darpa.mil/Our_Work/MTO/Programs/Micro-Technology_Positioning,_Navigation_and_Timing_%28Micro-PNT%29/Microscale_Integration.aspx"" title=""Microscale Integration"">Microscale Integration</a>. Each area is made up of various efforts exploring new fabrication techniques, deep integration, and on-chip self-calibration, which go hand-in-hand with the development of “plug-and-test” architectures.</p>
<p>The developments consider a number of operational scenarios, ranging from dismounted-soldier navigation to navigation, guidance and Control (NG&amp;C) of Unmanned Air Vehicles (UAVs), Unmanned Underwater Vehicles (UUVs), and guided missiles. The micro-PNT initiatives seek to increase the dynamic range of inertial sensors, reduce long-term drift in clocks and inertial sensors, and to develop miniature chips providing position, orientation, and time information.  </p>
</p>, <p>For decades, Global Positioning System (GPS) technology has been incorporated into vehicles and munitions to meet rigid requirements for guidance and navigation. As a result, a substantial number of DoD systems are dependent on GPS data to provide accurate position, direction of motion, and time information. This dependence creates a critical vulnerability for many DoD systems in situations where the intended targets are either equipped with high-power jammers or the GPS signal is compromised.</p>, <p>The goal of the Micro-Technology for Positioning, Navigation and Timing (Micro-PNT) program is to develop technology for self-contained, chip-scale inertial navigation and precision guidance for munitions as well as mounted or dismounted soldiers. Size, weight, power, and cost (SWaP+C) are key concerns in the overall system design of compact navigation systems. Breakthroughs in microfabrication techniques may allow for the development of a single package containing all of the necessary devices (clocks, accelerometers, and gyroscopes) incorporated into a small (8 mm<sup>3</sup>) low-power (1 W) timing and inertial measurement unit. On-chip calibration should enable periodic internal error correction to reduce drift and thereby enable more accurate devices. Trending away from ultra-low drift sensors towards self-calibrating devices will allow revolutionary breakthroughs in PNT technology.</p>, <p>In January 2010, DARPA launched a coordinated effort focused on the development of microtechnology specifically addressing the challenges associated with miniaturization of high-precision clocks and inertial instruments. The  Micro-PNT program is comprised of three thrust areas: <a href=""http://www.darpa.mil/Our_Work/MTO/Programs/Micro-Technology_Positioning,_Navigation_and_Timing_%28Micro-PNT%29/Clocks.aspx"">Clocks</a>, <a href=""http://www.darpa.mil/Our_Work/MTO/Programs/Micro-Technology_Positioning,_Navigation_and_Timing_%28Micro-PNT%29/Inertial_Sensors.aspx"">Inertial Sensors</a>,  and <a href=""http://www.darpa.mil/Our_Work/MTO/Programs/Micro-Technology_Positioning,_Navigation_and_Timing_%28Micro-PNT%29/Microscale_Integration.aspx"" title=""Microscale Integration"">Microscale Integration</a>. Each area is made up of various efforts exploring new fabrication techniques, deep integration, and on-chip self-calibration, which go hand-in-hand with the development of “plug-and-test” architectures.</p>]"
NeoVision 2,http://www.darpa.mil/our_work/dso/personnel/dr_gill_pratt.aspx,"[<p>Dr. Gill Pratt joined DARPA as a Program Manager in the Defense Sciences Office in January 2010.<span>  </span>His primary interest is in the field of robotics.<span>  </span>Specific areas include the development of declarative design methods that enhance the symbiosis between designer and design tool, hyper-rapid fabrication methods, interfaces that significantly enhance human/machine collaboration, mechanisms and control methods for enhanced mobility and manipulation, low impedance actuators, and improved platforms for post-secondary robotics education. He also has a strong interest in the application of neuroscience techniques to robot perception and control.</p>, <p>Dr. Pratt holds a Doctor in Philosophy in electrical engineering and computer science from the Massachusetts Institute of Technology (MIT).<span>  </span>His thesis is in the field of neurophysiology.<span>  </span>He was an Associate Professor and Director of the Leg Lab at MIT. Subsequently, he became a Professor at Franklin W. Olin College, and before joining DARPA, was Associate Dean of Faculty Affairs and Research. Dr. Pratt holds several patents in series elastic actuation and adaptive control.</p>]"
STO Management - NET-01,None,No project description available
AIR-01 Studies,None,No project description available
Hemispherical Array Detector for Imaging(HARDI),None,No project description available
Knowledge Enhanced Compressive Measurement  (KECoM),None,No project description available
TAILWIND,None,No project description available
ULTRA-VIS,None,No project description available
Heterostructural Uncooled Magnetic Sensors (HUMS),None,No project description available
NON VOLATILE LOGIC,None,No project description available
SPI-3D: Standoff Precision ID in 3D,None,No project description available
SEMICONDUCTOR FOCUS CENTERS,None,No project description available
Facility Services,http://www.darpa.mil/Our_Work/DSO/Programs/Open_Manufacturing_(OM).aspx,"[<p>Uncertainties in 
materials and component manufacturing processes are a primary cause of cost 
escalation and delay during the development, testing and early production of 
defense systems. In addition, fielded military platforms may have unanticipated 
performance problems, despite large investment and extensive testing of their 
key components and subassemblies. These uncertainties and performance problems 
are often the result of the random variations and non-uniform scaling of 
manufacturing processes. These challenges, in turn, lead to counterproductive 
resistance to adoption of new, innovative manufacturing technologies that could 
offer better results.</p>, <p><p>Uncertainties in materials and 
component manufacturing processes are a primary cause of cost escalation and 
delay during the development, testing and early production of defense systems. 
In addition, fielded military platforms may have unanticipated performance 
problems, despite large investment and extensive testing of their key components 
and subassemblies. These uncertainties and performance problems are often the 
result of the random variations and non-uniform scaling of manufacturing 
processes. These challenges, in turn, lead to counterproductive resistance to 
adoption of new, innovative manufacturing technologies that could offer better 
results.</p>
<p>DARPA created the Open Manufacturing program to lower the cost 
and speed the delivery of high-quality manufactured goods with predictable 
performance. It aims to do so by creating a manufacturing framework that 
captures factory-floor and materials processing variability and integrates 
probabilistic computational tools, informatics systems and rapid qualification 
approaches. These newly developed concepts and approaches will be used to 
characterize and reduce the risk of new manufacturing technologies.</p>
<p>Open 
Manufacturing is investing in four foundational areas:</p>
<ol>
<li>Development 
of probabilistic, physics-based process-property models to predict and guarantee 
that a manufactured product’s range of performance lies within design 
requirements.</li>
<li>Development of rapid qualification schema that employ 
statistical methods and probabilistic simulation tools for low-cost, 
high-confidence prediction of product performance.  </li>
<li>Development of 
novel, rapid, robust manufacturing and fabrication processes that result in 
improved performance, reduced production times and more affordable 
manufacturing.  Within this area, performers will attempt to demonstrate two 
specific technologies: metals additive manufacturing and the manufacturing of 
bonded composites structures.</li>
<li>Establishment of 
military-service-affiliated Manufacturing Demonstration Facilities that: serve 
as repositories of focused manufacturing knowledge and infrastructure; 
independently demonstrate designs, manufacturing processes, process models and 
manufactured products; and curate and assess manufacturing models, qualification 
schema and material/processing properties data. These multi-user facilities are 
intended as a lasting, shared resource to provide the manufacturing community 
with greater access to the Open Manufacturing program and its research. </li>
</ol>
<p>If successful, Open Manufacturing will reduce barriers to innovation in 
manufacturing, and expand the Defense manufacturing base by establishing 
methodologies for affordable, rapid, adaptable manufacturing with comprehensive 
design, simulation and processing tools and exposure to best practices. The 
resulting framework, through greater process understanding and control, would 
allow new manufacturing processes to be more readily transferred from the 
laboratory to the shop floor.</p>
</p>, <p>Uncertainties in materials and 
component manufacturing processes are a primary cause of cost escalation and 
delay during the development, testing and early production of defense systems. 
In addition, fielded military platforms may have unanticipated performance 
problems, despite large investment and extensive testing of their key components 
and subassemblies. These uncertainties and performance problems are often the 
result of the random variations and non-uniform scaling of manufacturing 
processes. These challenges, in turn, lead to counterproductive resistance to 
adoption of new, innovative manufacturing technologies that could offer better 
results.</p>, <p>DARPA created the Open Manufacturing program to lower the cost 
and speed the delivery of high-quality manufactured goods with predictable 
performance. It aims to do so by creating a manufacturing framework that 
captures factory-floor and materials processing variability and integrates 
probabilistic computational tools, informatics systems and rapid qualification 
approaches. These newly developed concepts and approaches will be used to 
characterize and reduce the risk of new manufacturing technologies.</p>, <p>Open 
Manufacturing is investing in four foundational areas:</p>]"
SBIR MISSION FUNDS,None,No project description available
DIRO Support  ,None,No project description available
ACCOUNTING SUPPORT,http://www.darpa.mil/Our_Work/AEO/Personnel/Mr_David_Busigo.aspx,"[<p>Mr. David Busigo, Jr., is the Director for Business and Finance for the Adaptive Execution Office. Mr. Busigo is responsible for financial oversight within the office and all business activities including financial analysis, budget planning and execution. He also monitors contractual and programmatic progress of AEO programs and participates in program transition strategy development and execution.</p>, <p>Before moving into his current position, Mr. Busigo served in the following roles at DARPA: Assistant Director, Program Management of the Support Services Office; Special Assistant to the DARPA Director, Technology Transfer, Innovative Research; and Assistant Director for Program Management, Information Exploitation Office and the Information Technology Office. Prior to joining DARPA he was a Senior Program Analyst, Office of Defense Research and Engineering, Office of the Secretary of Defense; Branch Head, Budget &amp; Accounting (Navy Wide), Office of Naval Research; and business financial manager, Cruise Missiles Program, Department of Navy.</p>, <p>Mr. Busigo holds a Master of Public Administration degree in Administrative Management and Public Policy and a Bachelor of Science degree in Business Administration from the State University of New York at Albany.</p>]"
Urban Reasoning &Geospatial Exploitation Technology (URGENT),None,No project description available
Transformative Apps,http://www.darpa.mil/Our_Work/I2O/Programs/Transformative_Apps.aspx,"[<p>The Transformative Apps program will develop a diverse array of militarily-relevant software applications (""apps"") using an innovative new development and acquisition process.  A military apps marketplace will be created to enable rapid innovation to meet user needs based on a direct collaboration between a vibrant and highly competitive development community and involved communities of end-users. </p>, <p>The Transformative Apps program will develop a diverse array of militarily-relevant software applications (""apps"") using an innovative new development and acquisition process.  A military apps marketplace will be created to enable rapid innovation to meet user needs based on a direct collaboration between a vibrant and highly competitive development community and involved communities of end-users.  The program will address all the challenges-technical, business and operational to make the new capabilities available for use in the field.  The objectives are to transition the resulting systems to end-users in the Services and to foster a new model for rapidly and effectively acquiring, introducing, maintaining and enhancing software.</p>]"
Multifunction RF,http://www.darpa.mil/Our_Work/STO/Programs/Multifunction_RF_(MFRF).aspx,"[<p>Military 
aircraft are vulnerable in conditions of degraded visibility due to pilots’ 
inability to discern obstacles, cables, or other aircraft during flight or while 
landing. The danger is particularly acute in demanding, harsh environments such 
as Iraq and Afghanistan. </p>, <p><p>Military aircraft are 
vulnerable in conditions of degraded visibility due to pilots’ inability to 
discern obstacles, cables, or other aircraft during flight or while landing. The 
danger is particularly acute in demanding, harsh environments such as Iraq and 
Afghanistan. </p>
<p>The MFRF program seeks to develop a multifunction onboard 
sensor to perform a variety of tasks that enhance the survivability of 
rotorcraft and also provide lethality improvements for combat missions in 
zero-zero conditions. The sensor is intended to give pilots the following: 
ability to land safely in brownout/whiteout conditions; collision avoidance with 
other aircraft, obstacles and cables; terrain following; weather avoidance; and 
ground mapping. Planned lethality enhancements include ISR for target detection 
and ID, weapons guidance, and data link. This program does not intend to perform 
at currently accepted frequencies but seeks to develop a common RF system that 
will use agile frequencies, waveforms, and apertures to optimally interweave 
these functions according to the aircraft's missions.</p>
<p>This program seeks 
to demonstrate a multifunctional, software-adaptable system architecture which 
will provide for future expanded capability without adding new hardware. It is 
expected that this “plug and play” multifunctional system could be employed as a 
replacement sensor on existing aircraft, as an insertion into future aircraft, 
such as the Joint MultiRole (JMR) aircraft, or as a sensor suite suitable for 
unmanned aircraft. This will require antenna architectures that are flexible and 
that consume as little area and power as possible.</p>
</p>, <p>Military aircraft are 
vulnerable in conditions of degraded visibility due to pilots’ inability to 
discern obstacles, cables, or other aircraft during flight or while landing. The 
danger is particularly acute in demanding, harsh environments such as Iraq and 
Afghanistan. </p>, <p>The MFRF program seeks to develop a multifunction onboard 
sensor to perform a variety of tasks that enhance the survivability of 
rotorcraft and also provide lethality improvements for combat missions in 
zero-zero conditions. The sensor is intended to give pilots the following: 
ability to land safely in brownout/whiteout conditions; collision avoidance with 
other aircraft, obstacles and cables; terrain following; weather avoidance; and 
ground mapping. Planned lethality enhancements include ISR for target detection 
and ID, weapons guidance, and data link. This program does not intend to perform 
at currently accepted frequencies but seeks to develop a common RF system that 
will use agile frequencies, waveforms, and apertures to optimally interweave 
these functions according to the aircraft's missions.</p>, <p>This program seeks 
to demonstrate a multifunctional, software-adaptable system architecture which 
will provide for future expanded capability without adding new hardware. It is 
expected that this “plug and play” multifunctional system could be employed as a 
replacement sensor on existing aircraft, as an insertion into future aircraft, 
such as the Joint MultiRole (JMR) aircraft, or as a sensor suite suitable for 
unmanned aircraft. This will require antenna architectures that are flexible and 
that consume as little area and power as possible.</p>]"
NANO COMPOSITE OPTICAL CERAMICS (NCOC),None,No project description available
Tactical Advanced Power (TAP),None,No project description available
Management for Office (NET-01),None,No project description available
Deep Green,None,No project description available
Optical RF Communications Adjunct (ORCA),None,No project description available
FOPEN-GXP,None,No project description available
Non-Traditional Active Sonar,None,No project description available
Terahertz Electronics,None,No project description available
META,None,No project description available
"Computer Science, Science, Tech, Eng & Math (CS/STEM)",None,No project description available
Space Surveillance Telescope (SST),None,No project description available
Mobile Networked MIMO (MNM),None,No project description available
study FOR OFFICE,None,No project description available
SID SECURITY SUPPORT,None,No project description available
OH BY THE WAY (OBTW),None,No project description available
Advanced Sighting System (One Shot),None,No project description available
Nanoscale Architecture for Coherent Hyper-Optic Sources,None,No project description available
Topologically Ordered Armor (TOA),None,No project description available
AEO Management (SPC-01),None,No project description available
ENGAGE,None,No project description available
SECURITY SUPPORT,None,No project description available
KGS COMP Support,None,No project description available
QORS,None,No project description available
Persistent Stare Exploitation & Analysis System (PerSEAS),None,No project description available
Quantum Effects in Biological Environments (QuBE),None,No project description available
MEMS EXCHANGE,None,No project description available
Reactive Material Structures (DSO),None,No project description available
Vulture,None,No project description available
I2O Mgmt Initiatives NET-01,None,No project description available
Manufacturable Gradient Index Optics,None,No project description available
System F6,None,No project description available
Low Cost Thermal Imager (LCTI-M),None,No project description available
CIPHER(CENTERS IN INTEGRATED PHOTONIC ENGINEERING RESEARCH),None,No project description available
Rapid Altitude and Hypoxia Acclimatization (RAHA),None,No project description available
Integrated Crisis Early Warning System (ICEWS),None,No project description available
Nanostructured Materials for Power,None,No project description available
Visual Media Reasoning (VMR),None,No project description available
I2O Mgmt Initiatives COG-02,None,No project description available
GRATE,None,No project description available
ITS SUPPORT,None,No project description available
Blue Laser for Submarine Laser Communications (SLC),None,No project description available
"Policy, Recds, Res Svcs",None,No project description available
Mobile Ad hoc Interoperability Network Gateway (MAINGATE),None,No project description available
Materials with Controlled Microstructural Architecture(MCMA),None,No project description available
LACOSTE,None,No project description available
Structural Logic,None,No project description available
STTR Increments/MODs,None,No project description available
ELASTx,None,No project description available
CMO ADMIN,None,No project description available
Z-MAN,None,No project description available
HALOE,None,No project description available
Detection & Comp Analysis of Psych Signals (DCAPS),None,No project description available
Adaptable Navigation Systems,None,No project description available
Anomaly Detection at Multiple Scales (ADAMS),None,No project description available
AEO Management (TT-04),None,No project description available
N/MEMS S&T FUNDAMENTALS,None,No project description available
Network Enabled by WDM Highly Integrated Photonics,None,No project description available
Physical Intelligence,None,No project description available
Restorative Encoding Memory Integration Neural Device(REMIND,None,No project description available
Education Dominance,None,No project description available
National Cyber Range,None,No project description available
Prevent,None,No project description available
Military Networking Protocol,None,No project description available
BioFuels - Alternative Feedstocks,None,No project description available
Microscale Plasma Devices,None,No project description available
BUSINESS SUPPORT TEAM,None,No project description available
Chemical Reconnaisance,None,No project description available
HEALICS,None,No project description available
ORCHID(OPT RAD COOLING & HEATING IN INTEG DEVICES),None,No project description available
Rapid SW Dev using Binary Components (RAPID).,None,No project description available
Basic Research on Ionospheric Characteristics and Effects,None,No project description available
Biomimetic Computing,None,No project description available
Net Track,None,No project description available
Military Imaging and Surveillance Technology,None,No project description available
Blood Pharming,None,No project description available
RE-NET(RELIABLE NEURAL-INTERFACE TECHNOLOGY,None,No project description available
NANO ELECTRO MECHANICAL COMPUTERS(NEMS),None,No project description available
ART (Adaptive RF Tech),None,No project description available
Revolutionizing Prosthetics,None,No project description available
WBGS-RF,None,No project description available
LEAP(Leading Edge Access Program),None,No project description available
Insight,None,No project description available
GUARD DOG,None,No project description available
ELECTRIC FIELD DETECTOR(E-FED),None,No project description available
IRIS (MTO),None,No project description available
MAHEM,None,No project description available
Rapid SW Dev using Binary Components,None,No project description available
TIP-BASED  NANOFABRICATION,None,No project description available
AACE,None,No project description available
Shrike (formerly SP2S),None,No project description available
Advanced Soldier Portable Power,None,No project description available
Dialysis Like Therapeutics,None,No project description available
STO Studies - IT-03,None,No project description available
Emissive Micro-Display (EMD),None,No project description available
STTR Phase II,None,No project description available
Multipath Exploitation Radar,None,No project description available
Autonomous HALE Refueling Demo (AHR),None,No project description available
THERMAL MANAGEMENT TECHNOLOGIES,None,No project description available
REORGANIZATION AND PLASTICITY TO ACCELERATE INJURY RECOVERY,None,No project description available
MASKLESS NANOWRITER,None,No project description available
Tech Dev SPC-01,None,No project description available
Content-Based Mobile Edge Networking (CBMEN),None,No project description available
Advanced Soldier Sensor Information System & Technology,None,No project description available
Comprehensive Interior Reconnaissance (CIR) Program,None,No project description available
MESO(MesoDynamical Architectures),None,No project description available
CERA (Carbon Electronics for RF Applications),None,No project description available
TT-03 Studies,None,No project description available
Real World,None,No project description available
Super Resolution Vision System (SRVS),None,No project description available
RF PHOTONICS,None,No project description available
STORyNET,None,No project description available
TT-04 Studies,None,No project description available
Video And Image Retrieval and Analysis Tool,None,No project description available
AEO Management (MBT-01),None,No project description available
STO Management - CCC-01,None,No project description available
Persistent Close Air Support (PCAS),None,No project description available
SBIR Phase II,None,No project description available
STO Management - CCC-02,None,No project description available
DIRO SBIR ADMIN,None,No project description available
Cyber Defense,None,No project description available
COUGAR,None,No project description available
Resilient C2,None,No project description available
POEM(PHOTONICALLY OPTIM EMBEDDED MICROPROCESSORS),None,No project description available
NEAR JUNCTION TRANSPORT,None,No project description available
CMO-SPS,None,No project description available
studies,None,No project description available
DIRO SUPPORT,None,No project description available
Microscale Power Conversion,None,No project description available
AEO Management (NET-01),None,No project description available
ZETA,None,No project description available
PIRET,None,No project description available
Open Manufacturing,None,No project description available
Antibody Technology Program (ATP),None,No project description available
River Eye,None,No project description available
Business Process Analysis,None,No project description available
TEMP,None,No project description available
Computer Science Study Group (CSSG),None,No project description available
